,domain,dt_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
217,hopto.org,20180323,12,8,8,8,8,6,5,6,6,9,4,7,11,11,25,4,0,4,0,0,1,6,2,3
218,hopto.org,20180322,0,0,0,0,0,0,0,0,10,6,6,6,6,4,26,16,17,15,10,11,8,7,8,5
219,in.net,20180328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
220,in.net,20180327,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0
221,in.net,20180326,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,in.net,20180325,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
223,in.net,20180324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
224,in.net,20180323,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
225,in.net,20180322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,3
226,free.fr,20180328,4,3,0,0,0,0,2,0,4,6,8,2,3,0,5,3,9,1,1,9,4,2,3,3
227,free.fr,20180329,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,free.fr,20180327,1,0,0,0,2,0,0,3,6,3,4,7,1,3,4,0,0,5,12,5,4,0,1,0
229,free.fr,20180326,7,0,0,0,0,0,1,1,1,5,6,0,6,1,4,7,2,5,1,0,6,9,12,1
230,free.fr,20180325,0,0,4,1,0,0,0,0,3,1,5,32,7,5,0,3,2,2,5,2,7,3,0,2
231,free.fr,20180324,3,2,0,0,0,0,0,0,0,2,5,6,1,5,1,0,1,2,0,3,3,4,2,9
232,free.fr,20180323,1,0,0,0,0,0,0,0,0,3,14,11,1,10,6,0,26,7,4,0,0,4,1,3
233,free.fr,20180322,0,0,0,0,0,0,0,0,14,5,5,5,7,6,1,8,4,9,0,6,8,7,3,0
234,weebly.com,20180328,3,1,0,0,0,0,0,0,0,4,3,3,3,4,3,5,1,10,5,2,2,0,1,4
235,weebly.com,20180329,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,weebly.com,20180327,0,0,0,2,0,0,0,1,5,0,3,3,3,5,2,0,1,2,0,3,0,4,4,4
237,weebly.com,20180326,4,0,0,0,0,0,0,0,4,1,1,2,0,2,10,9,9,0,4,0,7,0,0,1
238,weebly.com,20180325,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,2,1,3,0
239,weebly.com,20180324,2,0,0,4,0,0,0,0,0,1,2,8,0,0,5,5,0,3,0,0,0,4,0,1
240,weebly.com,20180323,3,0,0,0,0,0,0,2,9,3,3,2,2,3,1,1,10,2,2,5,0,2,0,2
241,weebly.com,20180322,0,0,0,0,0,0,0,0,1,1,0,7,1,6,5,7,7,5,0,1,3,2,0,3
